"","land","plot","year","species","abundance","height","id"
"1053","Narnia",6,2004,"DEGVAG",2,3.5,"2004HE624"
"1054","Narnia",6,2004,"DEGVAG",2,1.5,"2004HE625"
"1055","Narnia",6,2004,"YALPUL",2,9.5,"2004HE626"
"1056","Narnia",6,2004,"XXXothermoss",2,0,"2004HE627"
"1057","Narnia",6,2004,"YALPUL",2,3.5,"2004HE628"
"1058","Narnia",6,2004,"XXXcarex",2,13,"2004HE629"
"1059","Narnia",6,2004,"YALPUL",3,6.5,"2004HE6210"
"1060","Narnia",6,2004,"XXXotherlichen",2,0,"2004HE631"
"1061","Narnia",6,2004,"YALPUL",2,10,"2004HE632"
"1062","Narnia",6,2004,"DEGVAG",2,3.5,"2004HE633"
"1063","Narnia",6,2004,"DEGVAG",2,5,"2004HE634"
"1064","Narnia",6,2004,"YALPUL",2,4,"2004HE635"
"1065","Narnia",6,2004,"YALPUL",2,10,"2004HE636"
"1066","Narnia",6,2004,"YALPUL",2,5.5,"2004HE637"
"1067","Narnia",6,2004,"XXXothermoss",2,0,"2004HE638"
"1068","Narnia",6,2004,"YALPUL",2,6,"2004HE639"
"1069","Narnia",6,2004,"STELON",2,3,"2004HE6310"
"1070","Narnia",6,2004,"DEGVAG",2,5.5,"2004HE642"
"1071","Narnia",6,2004,"DEGVAG",2,4,"2004HE643"
"1072","Narnia",6,2004,"DEGVAG",2,9,"2004HE644"
"1073","Narnia",6,2004,"DEGVAG",2,9.5,"2004HE645"
"1074","Narnia",6,2004,"SENATR",2,3,"2004HE646"
"1075","Narnia",6,2004,"DEGVAG",2,4,"2004HE647"
"1076","Narnia",6,2004,"DEGVAG",2,5,"2004HE648"
"1077","Narnia",6,2004,"XXXothermoss",2,0,"2004HE649"
"1078","Narnia",6,2004,"ARCLAT",2,3,"2004HE6410"
"1079","Narnia",6,2004,"DEGVAG",2,0,"2004HE651"
"1080","Narnia",6,2004,"DEGVAG",2,0,"2004HE652"
"1081","Narnia",6,2004,"DEGVAG",2,0,"2004HE653"
"1082","Narnia",6,2004,"DEGVAG",2,6,"2004HE654"
"1083","Narnia",6,2004,"DEGVAG",2,6,"2004HE655"
"1084","Narnia",6,2004,"XXXpeltigera",2,0,"2004HE656"
"1085","Narnia",6,2004,"DEGVAG",2,4,"2004HE657"
"1086","Narnia",6,2004,"DEGVAG",2,3,"2004HE658"
"1087","Narnia",6,2004,"XXXothermoss",2,0,"2004HE659"
"1088","Narnia",6,2004,"DEGVAG",2,4,"2004HE6510"
"1089","Narnia",6,2004,"YALPUL",2,11,"2004HE661"
"1090","Narnia",6,2004,"XXXlitter",2,0,"2004HE662"
"1091","Narnia",6,2004,"DEGVAG",5,3,"2004HE663"
"1092","Narnia",6,2004,"DEGVAG",2,9,"2004HE664"
"1093","Narnia",6,2004,"XXXlitter",2,0,"2004HE665"
"1094","Narnia",6,2004,"YALPUL",2,3,"2004HE666"
"1095","Narnia",6,2004,"XXXlitter",2,0,"2004HE667"
"1096","Narnia",6,2004,"CETCUC",2,1,"2004HE668"
"1097","Narnia",6,2004,"YALARC",2,5,"2004HE669"
"1098","Narnia",6,2004,"YALPUL",2,8,"2004HE6610"
"1099","Narnia",6,2004,"XXXothermoss",2,0,"2004HE671"
"1100","Narnia",6,2004,"LUPARC",2,1,"2004HE673"
"1101","Narnia",6,2004,"XXXpeltigera",2,0,"2004HE674"
"1102","Narnia",6,2004,"ARCLAT",2,8.5,"2004HE675"
"1103","Narnia",6,2004,"CETISL",2,0,"2004HE676"
"1104","Narnia",6,2004,"XXXothermoss",2,0,"2004HE677"
"1105","Narnia",6,2004,"YALPUL",2,3,"2004HE678"
"1106","Narnia",6,2004,"DEGVAG",2,4,"2004HE679"
"1107","Narnia",6,2004,"YALPUL",2,5,"2004HE6710"
"1108","Narnia",6,2004,"YALPHL",2,3,"2004HE681"
"1109","Narnia",6,2004,"YALPUL",2,3,"2004HE682"
"1110","Narnia",6,2004,"YALPUL",2,9.5,"2004HE683"
"1111","Narnia",6,2004,"DACARC",2,0,"2004HE684"
"1112","Narnia",6,2004,"XXXcarex",2,8.5,"2004HE685"
"1113","Narnia",6,2004,"DEGVAG",2,8,"2004HE686"
"1114","Narnia",6,2004,"XXXcarex",2,4,"2004HE687"
"1115","Narnia",6,2004,"CETCUC",2,1,"2004HE688"
"1116","Narnia",6,2004,"YALPUL",2,5,"2004HE689"
"1117","Narnia",6,2004,"DRYINT",2,3,"2004HE6810"
"1118","Narnia",6,2004,"XXXpeltigera",2,0,"2004HE691"
"1119","Narnia",6,2004,"XXXlitter",2,0,"2004HE692"
"1120","Narnia",6,2004,"POLBIS",2,3,"2004HE693"
"1121","Narnia",6,2004,"YALPUL",2,8.5,"2004HE694"
"1122","Narnia",6,2004,"YALPUL",2,3.5,"2004HE695"
"1123","Narnia",6,2004,"DEGVAG",2,5,"2004HE696"
"1124","Narnia",6,2004,"DEGVAG",5,5.5,"2004HE697"
"1125","Narnia",6,2004,"DEGVAG",2,0,"2004HE698"
"1126","Narnia",6,2004,"DRYINT",2,0,"2004HE699"
"1127","Narnia",6,2004,"XXXothermoss",2,0,"2004HE6101"
"1128","Narnia",6,2004,"YALPUL",2,4,"2004HE6102"
"1129","Narnia",6,2004,"YALPUL",3,9,"2004HE6103"
"1130","Narnia",6,2004,"XXXlitter",2,0,"2004HE6104"
"1131","Narnia",6,2004,"DEGVAG",2,10.5,"2004HE6105"
"1132","Narnia",6,2004,"DEGVAG",2,4,"2004HE6106"
"1133","Narnia",6,2004,"DEGVAG",3,6,"2004HE6107"
"1134","Narnia",6,2004,"DEGVAG",5,8,"2004HE6108"
"1135","Narnia",6,2004,"XXXlitter",2,0,"2004HE6109"
"1136","Narnia",6,2004,"XXXcarex",2,4,"2004HE61010"
"1137","Narnia",1,2009,"ARCLAT",2,8,"2009HE112"
"1138","Narnia",1,2009,"DEGVAG",5,0,"2009HE113"
"1139","Narnia",1,2009,"DEGVAG",2,9.1,"2009HE115"
"1140","Narnia",1,2009,"DRYINT",2,0,"2009HE116"
"1141","Narnia",1,2009,"PEDLAN",2,4.1,"2009HE118"
"1142","Narnia",1,2009,"DEGVAG",2,3.1,"2009HE119"
"1143","Narnia",1,2009,"DEGVAG",2,5,"2009HE1110"
"1144","Narnia",1,2009,"DEGVAG",3,6.8,"2009HE121"
"1145","Narnia",1,2009,"DEGVAG",2,0,"2009HE122"
"1146","Narnia",1,2009,"DEGVAG",2,6,"2009HE124"
"1147","Narnia",1,2009,"DEGVAG",6,6.9,"2009HE125"
"1148","Narnia",1,2009,"DEGVAG",2,4.5,"2009HE126"
"1149","Narnia",1,2009,"DEGVAG",2,4.4,"2009HE127"
"1150","Narnia",1,2009,"DEGVAG",3,5.1,"2009HE128"
"1151","Narnia",1,2009,"DEGVAG",2,5.9,"2009HE129"
"1152","Narnia",1,2009,"DEGVAG",3,4,"2009HE1210"
"1153","Narnia",1,2009,"DEGVAG",2,0,"2009HE132"
"1154","Narnia",1,2009,"DEGVAG",2,8.4,"2009HE133"
"1155","Narnia",1,2009,"DEGVAG",2,0,"2009HE134"
"1156","Narnia",1,2009,"DEGVAG",3,6.9,"2009HE135"
"1157","Narnia",1,2009,"DEGVAG",2,3.6,"2009HE136"
"1158","Narnia",1,2009,"DEGVAG",3,10.4,"2009HE137"
"1159","Narnia",1,2009,"DEGVAG",2,6.1,"2009HE138"
"1160","Narnia",1,2009,"DEGVAG",5,5.8,"2009HE139"
"1161","Narnia",1,2009,"DEGVAG",3,9.9,"2009HE141"
"1162","Narnia",1,2009,"DEGVAG",2,5.8,"2009HE145"
"1163","Narnia",1,2009,"DEGVAG",2,3,"2009HE146"
"1164","Narnia",1,2009,"DEGVAG",5,3.6,"2009HE147"
"1165","Narnia",1,2009,"DEGVAG",2,6.3,"2009HE148"
"1166","Narnia",1,2009,"DEGVAG",3,5.8,"2009HE149"
"1167","Narnia",1,2009,"DEGVAG",3,6.1,"2009HE151"
"1168","Narnia",1,2009,"DEGVAG",2,3.6,"2009HE153"
"1169","Narnia",1,2009,"DEGVAG",2,4.5,"2009HE155"
"1170","Narnia",1,2009,"DEGVAG",2,0,"2009HE157"
"1171","Narnia",1,2009,"DEGVAG",3,8,"2009HE158"
"1172","Narnia",1,2009,"DEGVAG",2,4.8,"2009HE161"
"1173","Narnia",1,2009,"DEGVAG",2,6.3,"2009HE163"
"1174","Narnia",1,2009,"DEGVAG",2,5.8,"2009HE164"
"1175","Narnia",1,2009,"DEGVAG",2,5,"2009HE165"
"1176","Narnia",1,2009,"DEGVAG",2,0,"2009HE166"
"1177","Narnia",1,2009,"XXXcrustous",2,0,"2009HE167"
"1178","Narnia",1,2009,"DEGVAG",2,5.9,"2009HE168"
"1179","Narnia",1,2009,"DEGVAG",2,6.5,"2009HE169"
"1180","Narnia",1,2009,"DEGVAG",5,9,"2009HE171"
"1181","Narnia",1,2009,"DEGVAG",3,6.6,"2009HE172"
"1182","Narnia",1,2009,"DEGVAG",5,6.9,"2009HE173"
"1183","Narnia",1,2009,"DEGVAG",3,8.4,"2009HE174"
"1184","Narnia",1,2009,"DEGVAG",2,4.8,"2009HE175"
"1185","Narnia",1,2009,"DEGVAG",2,0,"2009HE176"
"1186","Narnia",1,2009,"DEGVAG",3,18.8,"2009HE177"
"1187","Narnia",1,2009,"DEGVAG",2,3.8,"2009HE178"
"1188","Narnia",1,2009,"DEGVAG",2,5.4,"2009HE179"
"1189","Narnia",1,2009,"DEGVAG",2,4.3,"2009HE1710"
"1190","Narnia",1,2009,"DEGVAG",2,5.9,"2009HE182"
"1191","Narnia",1,2009,"DEGVAG",5,8.1,"2009HE183"
"1192","Narnia",1,2009,"DEGVAG",2,1.5,"2009HE186"
"1193","Narnia",1,2009,"YALPUL",2,6.9,"2009HE187"
"1194","Narnia",1,2009,"DEGVAG",3,4.1,"2009HE188"
"1195","Narnia",1,2009,"DEGVAG",2,14.6,"2009HE191"
"1196","Narnia",1,2009,"YALPUL",2,8.4,"2009HE192"
"1197","Narnia",1,2009,"DEGVAG",6,9.9,"2009HE193"
"1198","Narnia",1,2009,"DEGVAG",2,0,"2009HE194"
"1199","Narnia",1,2009,"POLBIS",2,4.3,"2009HE195"
"1200","Narnia",1,2009,"YALPUL",3,13.3,"2009HE197"
"1201","Narnia",1,2009,"DEGVAG",5,34.9,"2009HE198"
"1202","Narnia",1,2009,"DEGVAG",2,14.6,"2009HE1101"
"1203","Narnia",1,2009,"XXXothermoss",2,0,"2009HE1102"
"1204","Narnia",1,2009,"THASUB",2,0,"2009HE1103"
"1205","Narnia",1,2009,"YALPUL",2,3.4,"2009HE1104"
"1206","Narnia",1,2009,"THASUB",2,0,"2009HE1105"
"1207","Narnia",1,2009,"DEGVAG",2,8,"2009HE1106"
"1208","Narnia",1,2009,"DEGVAG",2,8.1,"2009HE1107"
"1209","Narnia",1,2009,"DEGVAG",2,33.5,"2009HE1108"
"1210","Narnia",1,2009,"DEGVAG",2,4.4,"2009HE11010"
"1211","Narnia",2,2009,"THASUB",2,1.9,"2009HE211"
"1212","Narnia",2,2009,"DEGVAG",2,5.8,"2009HE2110"
"1213","Narnia",2,2009,"YALPUL",2,6.1,"2009HE2101"
"1214","Narnia",2,2009,"DEGVAG",2,0.6,"2009HE21010"
"1215","Narnia",3,2009,"XXXcarex",2,8.9,"2009HE311"
"1216","Narnia",3,2009,"POLBIS",2,8.4,"2009HE3110"
"1217","Narnia",3,2009,"DEGVAG",2,13,"2009HE355"
"1218","Narnia",3,2009,"DEGVAG",3,0,"2009HE3101"
"1219","Narnia",3,2009,"XXXcarex",2,5.6,"2009HE31010"
"1220","Narnia",4,2009,"DEGVAG",2,10.4,"2009HE4110"
"1221","Narnia",4,2009,"YALRET",2,6.9,"2009HE4101"
"1222","Narnia",4,2009,"XXXcarex",2,8.9,"2009HE41010"
"1223","Narnia",5,2009,"SENATR",2,8,"2009HE511"
"1224","Narnia",5,2009,"DEGVAG",2,11.1,"2009HE5110"
"1225","Narnia",5,2009,"XXXotherherb",2,9.5,"2009HE5101"
"1226","Narnia",5,2009,"DEGVAG",2,10.1,"2009HE51010"
"1227","Narnia",6,2009,"YALPUL",2,10.5,"2009HE6110"
"1228","Hogsmeade",1,1999,"CETCUC",2,0.5,"1999KO111"
"1229","Hogsmeade",1,1999,"DRYINT",2,4,"1999KO113"
"1230","Hogsmeade",1,1999,"DRYINT",2,0,"1999KO114"
"1231","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO115"
"1232","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO116"
"1233","Hogsmeade",1,1999,"STELON",2,3,"1999KO117"
"1234","Hogsmeade",1,1999,"YALARC",2,0,"1999KO118"
"1235","Hogsmeade",1,1999,"YALARC",2,3,"1999KO1110"
"1236","Hogsmeade",1,1999,"POAARC",2,0.5,"1999KO121"
"1237","Hogsmeade",1,1999,"OXYMAY",2,5.5,"1999KO122"
"1238","Hogsmeade",1,1999,"YALARC",2,1,"1999KO123"
"1239","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO124"
"1240","Hogsmeade",1,1999,"XXXothermoss",2,0,"1999KO125"
"1241","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO126"
"1242","Hogsmeade",1,1999,"XXXbareground",2,1,"1999KO127"
"1243","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO128"
"1244","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO129"
"1245","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO1210"
"1246","Hogsmeade",1,1999,"YALRET",2,1.5,"1999KO131"
"1247","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO133"
"1248","Hogsmeade",1,1999,"POAARC",2,1.5,"1999KO134"
"1249","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO135"
"1250","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO136"
"1251","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO137"
"1252","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO138"
"1253","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO139"
"1254","Hogsmeade",1,1999,"OXYCAM",2,1,"1999KO1310"
"1255","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO141"
"1256","Hogsmeade",1,1999,"DRYINT",2,1,"1999KO142"
"1257","Hogsmeade",1,1999,"POAARC",2,1,"1999KO143"
"1258","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO144"
"1259","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO145"
"1260","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO146"
"1261","Hogsmeade",1,1999,"XXXbareground",2,0,"1999KO147"
"1262","Hogsmeade",1,1999,"PEDLAN",2,0,"1999KO148"
"1263","Hogsmeade",1,1999,"STELON",2,0,"1999KO149"
"1264","Hogsmeade",1,1999,"YALARC",3,1,"1999KO151"
"1265","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO152"
"1266","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO153"
"1267","Hogsmeade",1,1999,"DRYINT",2,0,"1999KO154"
"1268","Hogsmeade",1,1999,"DRYINT",2,0.5,"1999KO155"
"1269","Hogsmeade",1,1999,"DRYINT",3,3,"1999KO156"
"1270","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO157"
"1271","Hogsmeade",1,1999,"DRYINT",2,1,"1999KO158"
"1272","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO159"
"1273","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO1510"
"1274","Hogsmeade",1,1999,"DRYINT",3,4,"1999KO161"
"1275","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO162"
"1276","Hogsmeade",1,1999,"DRYINT",2,0,"1999KO163"
"1277","Hogsmeade",1,1999,"SENATR",2,3,"1999KO164"
"1278","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO166"
"1279","Hogsmeade",1,1999,"DRYINT",2,1.5,"1999KO167"
"1280","Hogsmeade",1,1999,"OXYCAM",2,1.5,"1999KO168"
"1281","Hogsmeade",1,1999,"DRYINT",2,0,"1999KO169"
"1282","Hogsmeade",1,1999,"SENATR",2,1.5,"1999KO1610"
"1283","Hogsmeade",1,1999,"XXXothermoss",2,0,"1999KO171"
"1284","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO172"
"1285","Hogsmeade",1,1999,"XXXluzula",2,1,"1999KO173"
"1286","Hogsmeade",1,1999,"XXXpeltigera",2,0,"1999KO174"
"1287","Hogsmeade",1,1999,"YALARC",2,1.5,"1999KO175"
"1288","Hogsmeade",1,1999,"DRYINT",2,0,"1999KO176"
"1289","Hogsmeade",1,1999,"XXXothermoss",2,0,"1999KO177"
"1290","Hogsmeade",1,1999,"LUPARC",2,5,"1999KO178"
"1291","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO179"
"1292","Hogsmeade",1,1999,"LUPARC",2,3,"1999KO1710"
"1293","Hogsmeade",1,1999,"XXXotherlichen",2,1.5,"1999KO181"
"1294","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO182"
"1295","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO183"
"1296","Hogsmeade",1,1999,"XXXluzula",2,3.5,"1999KO185"
"1297","Hogsmeade",1,1999,"YALARC",2,3,"1999KO186"
"1298","Hogsmeade",1,1999,"YALARC",2,0,"1999KO187"
"1299","Hogsmeade",1,1999,"LUPARC",3,3,"1999KO188"
"1300","Hogsmeade",1,1999,"LUPARC",2,8.5,"1999KO189"
"1301","Hogsmeade",1,1999,"YALARC",2,3,"1999KO1810"
"1302","Hogsmeade",1,1999,"XXXotherlichen",2,0,"1999KO191"
"1303","Hogsmeade",1,1999,"YALARC",2,1.5,"1999KO192"
"1304","Hogsmeade",1,1999,"YALARC",2,0,"1999KO193"
"1305","Hogsmeade",1,1999,"XXXlitter",2,0,"1999KO194"
"1306","Hogsmeade",1,1999,"DRYINT",2,11,"1999KO195"
"1307","Hogsmeade",1,1999,"DRYINT",2,1,"1999KO196"
"1308","Hogsmeade",1,1999,"YALARC",2,1,"1999KO197"
"1309","Hogsmeade",1,1999,"LUPARC",2,11.5,"1999KO198"
"1310","Hogsmeade",1,1999,"STELON",2,1,"1999KO199"
"1311","Hogsmeade",1,1999,"POAARC",2,4.5,"1999KO1910"
"1312","Hogsmeade",1,1999,"XXXluzula",2,9.5,"1999KO1101"
"1313","Hogsmeade",1,1999,"OXYMAY",2,5.5,"1999KO1104"
"1314","Hogsmeade",1,1999,"YALARC",2,1.5,"1999KO1105"
"1315","Hogsmeade",1,1999,"YALARC",2,3,"1999KO1106"
"1316","Hogsmeade",1,1999,"LUPARC",2,0.5,"1999KO1107"
"1317","Hogsmeade",1,1999,"XXXothermoss",2,0,"1999KO1109"
"1318","Hogsmeade",1,1999,"YALARC",2,1,"1999KO11010"
"1319","Hogsmeade",2,1999,"YALARC",5,1,"1999KO211"
"1320","Hogsmeade",2,1999,"XXXotherlichen",2,0,"1999KO212"
"1321","Hogsmeade",2,1999,"YALARC",2,3,"1999KO213"
"1322","Hogsmeade",2,1999,"DRYINT",2,0.5,"1999KO214"
"1323","Hogsmeade",2,1999,"DRYINT",2,3.5,"1999KO215"
"1324","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO217"
"1325","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO218"
"1326","Hogsmeade",2,1999,"YALARC",2,3,"1999KO219"
"1327","Hogsmeade",2,1999,"OXYCAM",2,3,"1999KO2110"
"1328","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO221"
"1329","Hogsmeade",2,1999,"DRYINT",2,3,"1999KO222"
"1330","Hogsmeade",2,1999,"DRYINT",2,3,"1999KO224"
"1331","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO225"
"1332","Hogsmeade",2,1999,"DRYINT",2,0.5,"1999KO227"
"1333","Hogsmeade",2,1999,"XXXotherlichen",2,0.5,"1999KO228"
"1334","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO229"
"1335","Hogsmeade",2,1999,"DRYINT",3,5,"1999KO2210"
"1336","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO231"
"1337","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO232"
"1338","Hogsmeade",2,1999,"OXYNIG",2,0.5,"1999KO233"
"1339","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO234"
"1340","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO235"
"1341","Hogsmeade",2,1999,"DRYINT",2,0.5,"1999KO236"
"1342","Hogsmeade",2,1999,"YALARC",2,3.5,"1999KO237"
"1343","Hogsmeade",2,1999,"ASTUMB",2,5.5,"1999KO238"
"1344","Hogsmeade",2,1999,"DRYINT",2,5.5,"1999KO239"
"1345","Hogsmeade",2,1999,"XXXotherlichen",2,0,"1999KO2310"
"1346","Hogsmeade",2,1999,"ASTUMB",2,4,"1999KO241"
"1347","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO242"
"1348","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO243"
"1349","Hogsmeade",2,1999,"OXYMAY",2,1.5,"1999KO244"
"1350","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO245"
"1351","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO246"
"1352","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO247"
"1353","Hogsmeade",2,1999,"POAARC",2,0,"1999KO248"
"1354","Hogsmeade",2,1999,"YALARC",2,3,"1999KO249"
"1355","Hogsmeade",2,1999,"YALRET",2,4.5,"1999KO2410"
"1356","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO251"
"1357","Hogsmeade",2,1999,"XXXpeltigera",2,0,"1999KO252"
"1358","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO253"
"1359","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO254"
"1360","Hogsmeade",2,1999,"YALARC",2,3,"1999KO256"
"1361","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO257"
"1362","Hogsmeade",2,1999,"OXYMAY",2,4,"1999KO258"
"1363","Hogsmeade",2,1999,"POAARC",2,0.5,"1999KO259"
"1364","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO2510"
"1365","Hogsmeade",2,1999,"YALARC",2,3.5,"1999KO261"
"1366","Hogsmeade",2,1999,"YALARC",2,4,"1999KO262"
"1367","Hogsmeade",2,1999,"DRYINT",2,3,"1999KO263"
"1368","Hogsmeade",2,1999,"DRYINT",2,3,"1999KO265"
"1369","Hogsmeade",2,1999,"SENATR",2,3,"1999KO266"
"1370","Hogsmeade",2,1999,"POAARC",2,5,"1999KO267"
"1371","Hogsmeade",2,1999,"YALARC",2,3,"1999KO268"
"1372","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO269"
"1373","Hogsmeade",2,1999,"XXXothermoss",2,0,"1999KO2610"
"1374","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO271"
"1375","Hogsmeade",2,1999,"YALARC",2,4,"1999KO272"
"1376","Hogsmeade",2,1999,"YALARC",2,6,"1999KO273"
"1377","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO274"
"1378","Hogsmeade",2,1999,"DRYINT",2,3,"1999KO275"
"1379","Hogsmeade",2,1999,"YALARC",2,3.5,"1999KO276"
"1380","Hogsmeade",2,1999,"YALARC",2,1.5,"1999KO277"
"1381","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO279"
"1382","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO2710"
"1383","Hogsmeade",2,1999,"DRYINT",2,0.5,"1999KO281"
"1384","Hogsmeade",2,1999,"DRYINT",2,0,"1999KO283"
"1385","Hogsmeade",2,1999,"YALARC",2,6.5,"1999KO284"
"1386","Hogsmeade",2,1999,"DRYINT",5,4.5,"1999KO285"
"1387","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO286"
"1388","Hogsmeade",2,1999,"YALARC",2,3,"1999KO287"
"1389","Hogsmeade",2,1999,"YALARC",2,3,"1999KO288"
"1390","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO289"
"1391","Hogsmeade",2,1999,"DRYINT",2,0,"1999KO2810"
"1392","Hogsmeade",2,1999,"POAARC",2,1,"1999KO291"
"1393","Hogsmeade",2,1999,"XXXbareground",2,0,"1999KO292"
"1394","Hogsmeade",2,1999,"XXXbareground",2,0,"1999KO293"
"1395","Hogsmeade",2,1999,"DRYINT",2,0,"1999KO294"
"1396","Hogsmeade",2,1999,"DRYINT",2,0,"1999KO295"
"1397","Hogsmeade",2,1999,"POAARC",2,4,"1999KO296"
"1398","Hogsmeade",2,1999,"DRYINT",2,3,"1999KO299"
"1399","Hogsmeade",2,1999,"DRYINT",2,1.5,"1999KO2910"
"1400","Hogsmeade",2,1999,"XXXbareground",2,0,"1999KO2101"
"1401","Hogsmeade",2,1999,"XXXbareground",2,0,"1999KO2102"
"1402","Hogsmeade",2,1999,"XXXbareground",2,0,"1999KO2103"
"1403","Hogsmeade",2,1999,"XXXbareground",2,0,"1999KO2104"
"1404","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO2105"
"1405","Hogsmeade",2,1999,"POAARC",2,3.5,"1999KO2106"
"1406","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO2107"
"1407","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO2108"
"1408","Hogsmeade",2,1999,"DRYINT",2,1,"1999KO2109"
"1409","Hogsmeade",2,1999,"XXXlitter",2,0,"1999KO21010"
"1410","Hogsmeade",3,1999,"XXXluzula",2,13,"1999KO311"
"1411","Hogsmeade",3,1999,"POAARC",2,3,"1999KO312"
"1412","Hogsmeade",3,1999,"DRYINT",3,3.5,"1999KO313"
"1413","Hogsmeade",3,1999,"XXXlitter",2,0,"1999KO314"
"1414","Hogsmeade",3,1999,"DRYINT",2,3,"1999KO315"
"1415","Hogsmeade",3,1999,"ASTUMB",2,3,"1999KO316"
"1416","Hogsmeade",3,1999,"DRYINT",2,1,"1999KO317"
"1417","Hogsmeade",3,1999,"DRYINT",2,13.5,"1999KO318"
"1418","Hogsmeade",3,1999,"POAARC",2,3,"1999KO319"
"1419","Hogsmeade",3,1999,"DRYINT",3,4,"1999KO3110"
"1420","Hogsmeade",3,1999,"DRYINT",2,3,"1999KO321"
"1421","Hogsmeade",3,1999,"YALARC",2,3,"1999KO322"
"1422","Hogsmeade",3,1999,"OXYMAY",2,6.1,"1999KO323"
"1423","Hogsmeade",3,1999,"OXYMAY",2,5.5,"1999KO324"
"1424","Hogsmeade",3,1999,"DRYINT",5,3.5,"1999KO325"
"1425","Hogsmeade",3,1999,"DRYINT",2,0,"1999KO327"
"1426","Hogsmeade",3,1999,"XXXlitter",2,0,"1999KO328"
"1427","Hogsmeade",3,1999,"DRYINT",3,1.5,"1999KO329"
"1428","Hogsmeade",3,1999,"XXXotherlichen",2,1,"1999KO3210"
"1429","Hogsmeade",3,1999,"DRYINT",3,3,"1999KO331"
"1430","Hogsmeade",3,1999,"DRYINT",2,0.5,"1999KO332"
"1431","Hogsmeade",3,1999,"ASTUMB",2,4.5,"1999KO333"
"1432","Hogsmeade",3,1999,"OXYMAY",2,1.5,"1999KO334"
"1433","Hogsmeade",3,1999,"DRYINT",2,3,"1999KO335"
"1434","Hogsmeade",3,1999,"XXXlitter",2,0,"1999KO336"
"1435","Hogsmeade",3,1999,"YALARC",3,1.5,"1999KO338"
"1436","Hogsmeade",3,1999,"DRYINT",2,0,"1999KO339"
"1437","Hogsmeade",3,1999,"DRYINT",2,11.5,"1999KO3310"
"1438","Hogsmeade",3,1999,"DRYINT",2,1,"1999KO341"
"1439","Hogsmeade",3,1999,"DRYINT",2,3,"1999KO342"
